stream_row_id,engine_id,mission_id,timestamp_s,altitude_m,ambient_temp_C,pressure_kPa,air_density_kg_m3,throttle_pct,load_pct,rpm,air_mass_flow_kg_s,fuel_flow_kg_s,torque_Nm,power_W,cht_C,egt_C,oil_temperature_C,oil_pressure_bar,vibration_rms,battery_voltage_V,alternator_current_A,injection_timing_deg,expected_rpm,expected_cht_C,expected_egt_C,physics_residual_C
119,ENGINE_001,1,119,1828.8,25.92,47.181,0.54959,70.0,71.13,2315.03,0.03011,0.005085,252.51,61215.4,142.91,693.87,77.82,3.795,0.7562,28.138,40.22,24.857,2307.68,144.37,687.25,-1.46
120,ENGINE_001,1,120,1844.04,25.93,46.858,0.54582,70.0,71.19,2315.96,0.02992,0.00521,249.35,60475.3,143.69,685.65,76.35,3.806,0.8246,27.781,43.86,24.791,2308.23,144.54,687.59,-0.85
121,ENGINE_001,1,121,1859.28,25.93,46.538,0.54207,70.0,68.64,2290.99,0.0291,0.004846,239.02,57343.3,140.42,675.04,74.98,3.777,0.6632,27.858,40.11,24.69,2282.68,140.61,677.49,-0.19
122,ENGINE_001,1,122,1874.52,25.94,46.219,0.53834,70.0,72.1,2321.79,0.02969,0.005204,252.46,61383.3,147.48,693.43,77.9,3.788,0.7879,28.068,42.33,24.841,2317.32,146.14,691.47,1.34
123,ENGINE_001,1,123,1889.76,25.95,45.901,0.53463,70.0,67.9,2267.21,0.02832,0.004715,238.51,56628.0,139.9,673.31,74.68,3.742,0.7193,28.001,38.76,24.704,2275.21,139.61,674.75,0.29
124,ENGINE_001,1,124,1905.0,25.95,45.586,0.53095,70.0,70.88,2316.44,0.02907,0.005067,253.65,61529.2,144.81,686.23,77.61,3.875,0.7351,28.061,40.98,24.862,2305.0,144.38,686.78,0.43
125,ENGINE_001,1,125,1920.24,25.96,45.272,0.52728,70.0,73.29,2320.99,0.0292,0.005365,252.12,61279.9,146.7,699.47,78.58,3.786,0.8206,28.006,41.86,24.897,2329.02,148.24,696.51,-1.53
126,ENGINE_001,1,126,1935.48,25.97,44.96,0.52364,70.0,68.51,2283.38,0.02801,0.004743,241.08,57644.9,139.59,669.89,75.07,3.807,0.7828,28.057,41.03,24.558,2281.26,140.82,677.53,-1.23
127,ENGINE_001,1,127,1950.72,25.97,44.65,0.52001,70.0,69.15,2282.31,0.02787,0.00492,245.04,58564.4,144.42,685.45,75.77,3.819,0.6755,27.919,38.02,24.565,2287.59,141.9,680.18,2.52
128,ENGINE_001,1,128,1965.96,25.98,44.342,0.51641,70.0,70.15,2297.09,0.02796,0.005016,247.39,59510.0,142.52,684.57,76.7,3.747,0.7323,28.057,41.21,24.634,2297.53,143.55,684.28,-1.03
129,ENGINE_001,1,129,1981.2,25.99,44.035,0.51283,70.0,69.24,2290.75,0.02759,0.004913,247.55,59383.5,144.53,679.12,75.95,3.71,0.7534,28.099,39.62,24.814,2288.45,142.21,680.77,2.32
130,ENGINE_001,1,130,1996.44,25.99,43.73,0.50926,70.0,67.67,2274.95,0.02705,0.004722,237.78,56647.7,139.48,674.23,74.95,3.758,0.7063,28.122,40.63,24.472,2272.7,139.82,674.59,-0.34
131,ENGINE_001,1,131,2011.68,26.0,43.426,0.50572,70.0,70.1,2299.9,0.02741,0.004979,246.14,59282.4,143.72,684.26,77.19,3.762,0.7794,28.201,39.99,24.764,2296.95,143.72,684.41,0.0
132,ENGINE_001,1,132,2026.92,26.0,43.125,0.5022,70.0,68.41,2291.24,0.02694,0.004816,242.54,58194.7,142.63,670.8,75.53,3.849,0.75,28.024,39.67,24.721,2279.95,141.13,677.73,1.5
133,ENGINE_001,1,133,2042.16,26.01,42.825,0.4987,70.0,70.71,2306.12,0.02717,0.005074,249.17,60174.0,146.61,693.03,77.43,3.796,0.8597,28.027,40.94,24.87,2302.94,144.83,687.05,1.78
134,ENGINE_001,1,134,2057.4,26.02,42.527,0.49521,70.0,68.62,2280.3,0.02646,0.004794,240.15,57346.2,141.47,678.96,74.35,3.721,0.6373,27.848,39.53,24.704,2282.01,141.63,678.8,-0.16
135,ENGINE_001,1,135,2072.64,26.02,42.23,0.49175,70.0,72.32,2325.76,0.02719,0.005205,256.27,62414.3,146.98,695.49,78.47,3.779,0.7581,27.947,41.22,24.606,2319.01,147.53,693.72,-0.54
136,ENGINE_001,1,136,2087.88,26.03,41.935,0.48831,70.0,68.83,2292.3,0.02625,0.004838,240.25,57672.3,142.03,683.63,75.98,3.818,0.6809,27.981,39.45,24.572,2283.97,142.11,679.82,-0.08
137,ENGINE_001,1,137,2103.12,26.03,41.642,0.48488,70.0,69.52,2282.26,0.02602,0.004982,242.58,57975.5,143.75,678.61,76.72,3.733,0.7701,28.105,39.02,24.561,2290.85,143.28,682.7,0.47
138,ENGINE_001,1,138,2118.36,26.04,41.351,0.48148,70.0,71.22,2312.02,0.02635,0.005049,249.13,60317.8,147.28,691.51,77.1,3.806,0.6575,27.939,42.38,24.678,2307.84,146.03,689.61,1.25
139,ENGINE_001,1,139,2133.6,26.05,41.061,0.47809,70.0,68.15,2282.05,0.02552,0.00469,243.81,58265.6,141.3,676.38,74.68,3.796,0.7487,28.08,39.15,24.65,2277.14,141.29,677.45,0.01
140,ENGINE_001,1,140,2148.84,26.05,40.772,0.47473,70.0,70.34,2296.89,0.02572,0.005013,237.8,57197.9,145.68,689.69,76.51,3.76,0.7062,28.0,40.92,24.582,2298.97,144.81,686.31,0.87
141,ENGINE_001,1,141,2164.08,26.06,40.486,0.47138,70.0,71.96,2324.76,0.02601,0.005192,254.64,61991.9,149.73,684.38,78.59,3.823,0.7194,27.982,42.34,24.936,2315.13,147.44,692.89,2.29
142,ENGINE_001,1,142,2179.32,26.06,40.201,0.46805,70.0,67.59,2270.32,0.0248,0.0047,237.75,56523.4,141.18,675.11,75.46,3.737,0.6334,28.025,39.66,24.5,2271.37,140.64,675.51,0.53
143,ENGINE_001,1,143,2194.56,26.07,39.918,0.46475,70.0,70.28,2299.09,0.0252,0.005009,242.24,58320.7,145.38,683.95,76.61,3.812,0.7168,27.961,40.26,24.882,2298.21,144.95,686.36,0.44
144,ENGINE_001,1,144,2209.8,26.08,39.636,0.46146,70.0,70.39,2298.09,0.02502,0.005001,248.58,59821.4,143.08,688.65,77.63,3.807,0.8098,27.957,41.34,24.865,2299.3,145.21,686.92,-2.13
145,ENGINE_001,1,145,2225.04,26.08,39.356,0.45819,70.0,71.17,2307.2,0.02502,0.005168,251.9,60861.2,142.83,692.04,77.72,3.788,0.7507,27.83,42.47,24.849,2307.09,146.52,690.16,-3.68
146,ENGINE_001,1,146,2240.28,26.09,39.077,0.45494,70.0,68.14,2269.09,0.02414,0.004683,241.29,57334.6,142.38,675.32,75.14,3.739,0.7597,27.975,39.27,24.589,2276.77,141.84,678.15,0.54
147,ENGINE_001,1,147,2255.52,26.09,38.8,0.4517,70.0,68.02,2265.39,0.02392,0.004704,231.08,54819.0,141.59,674.9,74.99,3.715,0.8197,27.952,40.26,24.71,2275.47,141.72,677.75,-0.13
148,ENGINE_001,1,148,2270.76,26.1,38.525,0.44849,70.0,70.78,2314.23,0.02453,0.005051,253.35,61398.8,145.42,688.47,77.89,3.747,0.7695,27.948,39.5,24.579,2303.07,146.14,688.91,-0.72
149,ENGINE_001,1,149,2286.0,26.1,38.251,0.4453,70.0,70.45,2293.73,0.0241,0.004943,245.55,58981.8,146.03,684.08,77.33,3.786,0.7095,28.042,40.74,24.834,2299.65,145.69,687.67,0.34
150,ENGINE_001,1,150,2301.24,26.11,37.979,0.44212,70.0,70.38,2291.98,0.02391,0.005002,249.56,59898.5,145.58,690.86,78.65,3.851,0.77,28.066,41.15,24.714,2298.92,145.66,687.49,-0.08
151,ENGINE_001,1,151,2316.48,26.12,37.709,0.43896,70.0,70.52,2285.24,0.02368,0.005102,250.11,59853.0,147.55,686.69,76.59,3.725,0.7069,28.023,40.3,24.677,2300.32,145.97,688.17,1.58
152,ENGINE_001,1,152,2331.72,26.12,37.44,0.43582,70.0,68.98,2280.41,0.02332,0.004852,239.92,57293.6,143.75,670.49,76.33,3.722,0.7005,28.1,40.24,24.544,2284.88,143.63,682.12,0.12
153,ENGINE_001,1,153,2346.96,26.13,37.172,0.4327,70.0,70.35,2289.26,0.02337,0.005017,249.35,59775.8,144.81,686.2,76.71,3.732,0.6494,28.058,39.7,24.425,2298.52,145.86,687.7,-1.05
154,ENGINE_001,1,154,2362.2,26.13,36.906,0.4296,70.0,70.44,2310.89,0.02343,0.00496,246.87,59741.1,147.47,684.01,76.55,3.832,0.8063,27.97,41.21,24.6,2299.4,146.08,688.16,1.39
155,ENGINE_001,1,155,2377.44,26.14,36.642,0.42651,70.0,68.93,2291.31,0.02293,0.004817,236.33,56707.1,143.48,675.7,75.96,3.79,0.7123,27.954,41.73,24.823,2284.24,143.78,682.22,-0.3
156,ENGINE_001,1,156,2392.68,26.14,36.379,0.42345,70.0,72.8,2318.09,0.02338,0.005269,259.72,63045.9,150.68,692.86,79.17,3.807,0.775,28.031,40.74,24.73,2322.91,149.94,697.81,0.74
157,ENGINE_001,1,157,2407.92,26.15,36.118,0.4204,70.0,70.71,2317.75,0.02302,0.005034,246.74,59886.9,146.07,690.0,79.46,3.775,0.6928,28.057,40.59,24.71,2301.99,146.74,689.56,-0.67
158,ENGINE_001,1,158,2423.16,26.15,35.858,0.41737,70.0,68.21,2283.84,0.0223,0.004822,237.42,56782.8,141.99,684.99,75.3,3.763,0.7552,28.14,40.97,24.752,2276.97,142.9,679.68,-0.91
159,ENGINE_001,1,159,2438.4,26.16,35.6,0.41435,70.0,70.98,2302.37,0.02256,0.005105,248.54,59924.5,147.45,692.12,76.86,3.724,0.7035,28.119,42.51,24.953,2304.65,147.33,690.87,0.12
160,ENGINE_001,1,160,2453.64,26.16,35.343,0.41136,70.0,68.54,2262.64,0.0218,0.004751,241.57,57239.6,143.58,678.76,75.9,3.732,0.7124,27.946,39.07,24.84,2280.14,143.57,681.18,0.02
161,ENGINE_001,1,161,2468.88,26.17,35.088,0.40838,70.0,71.18,2322.56,0.02245,0.005113,250.58,60944.8,148.47,693.68,76.38,3.857,0.8118,27.99,41.19,24.625,2306.53,147.8,691.86,0.67
162,ENGINE_001,1,162,2484.12,26.17,34.834,0.40542,70.0,71.74,2302.33,0.02214,0.005188,253.97,61231.8,148.38,692.36,78.23,3.737,0.7999,28.067,41.8,24.521,2312.06,148.75,694.19,-0.38
163,ENGINE_001,1,163,2499.36,26.18,34.582,0.40248,70.0,68.77,2270.81,0.02143,0.004879,237.66,56514.8,141.6,679.64,75.94,3.676,0.7242,28.107,40.53,24.969,2282.33,144.17,682.42,-2.57
164,ENGINE_001,1,164,2514.6,26.19,34.331,0.39955,70.0,71.45,2316.21,0.02192,0.005204,249.32,60474.0,147.85,688.61,78.64,3.876,0.6513,28.094,38.96,25.02,2309.05,148.45,693.23,-0.61
165,ENGINE_001,1,165,2529.84,26.19,34.082,0.39664,70.0,70.62,2317.83,0.02171,0.004992,248.4,60293.0,148.34,683.02,78.11,3.788,0.9342,27.994,41.69,24.751,2300.75,147.23,690.03,1.11
166,ENGINE_001,1,166,2545.08,26.2,33.834,0.39375,70.0,71.23,2316.54,0.02159,0.005071,256.52,62229.6,147.86,691.03,77.58,3.858,0.8614,27.875,42.89,24.59,2306.85,148.28,692.59,-0.42
167,ENGINE_001,1,167,2560.32,26.2,33.587,0.39088,70.0,72.85,2326.88,0.02166,0.005234,256.18,62422.4,150.54,699.77,79.13,3.821,0.8116,27.9,41.97,24.895,2322.93,150.89,699.14,-0.34
168,ENGINE_001,1,168,2575.56,26.21,33.342,0.38802,70.0,69.63,2294.92,0.02095,0.004915,248.26,59663.6,147.3,686.01,76.14,3.77,0.6949,28.027,39.86,24.693,2290.76,145.92,686.39,1.38
169,ENGINE_001,1,169,2590.8,26.21,33.099,0.38518,70.0,68.87,2289.07,0.02068,0.00486,242.43,58112.0,143.8,681.78,75.29,3.786,0.7273,28.034,40.15,24.675,2283.09,144.8,683.45,-1.0
170,ENGINE_001,1,170,2606.04,26.22,32.857,0.38236,70.0,68.67,2286.33,0.02049,0.004861,240.12,57490.4,142.4,678.95,76.14,3.727,0.6995,27.89,42.37,24.791,2281.02,144.56,682.74,-2.16
171,ENGINE_001,1,171,2621.28,26.22,32.616,0.37955,70.0,68.78,2284.05,0.02033,0.004825,241.17,57684.8,144.59,685.71,75.13,3.765,0.8073,28.004,41.54,24.726,2282.08,144.81,683.28,-0.22
172,ENGINE_001,1,172,2636.52,26.22,32.377,0.37676,70.0,69.88,2293.85,0.02035,0.00494,245.35,58935.4,145.95,682.55,76.63,3.76,0.7564,28.063,41.61,24.569,2293.12,146.63,687.82,-0.68
173,ENGINE_001,1,173,2651.76,26.23,32.139,0.37399,70.0,70.51,2298.92,0.0203,0.005033,249.89,60158.9,146.34,693.53,76.74,3.729,0.6986,27.885,41.51,24.687,2299.36,147.7,690.43,-1.35
174,ENGINE_001,1,174,2667.0,26.23,31.903,0.37123,70.0,70.42,2293.07,0.02009,0.004977,251.78,60459.2,147.38,686.14,77.75,3.788,0.7143,28.11,40.46,24.803,2298.35,147.62,690.15,-0.25
175,ENGINE_001,1,175,2682.24,26.24,31.668,0.36849,70.0,71.24,2304.6,0.0201,0.005204,251.74,60754.6,149.69,690.54,79.3,3.782,0.8186,27.962,41.17,24.804,2306.57,149.0,693.55,0.69
176,ENGINE_001,1,176,2697.48,26.24,31.435,0.36577,70.0,70.02,2282.46,0.01967,0.004897,249.69,59681.2,147.14,682.91,76.16,3.751,0.8321,28.126,40.93,24.746,2294.32,147.16,688.77,-0.01
177,ENGINE_001,1,177,2712.72,26.25,31.203,0.36306,70.0,72.18,2315.19,0.01997,0.005225,251.15,60891.6,151.06,695.51,77.51,3.759,0.8518,27.947,42.2,24.876,2315.88,150.63,697.52,0.43
178,ENGINE_001,1,178,2727.96,26.25,30.972,0.36037,70.0,69.6,2283.15,0.01935,0.005015,243.48,58212.9,149.2,691.22,76.67,3.824,0.7801,27.897,42.39,24.662,2290.07,146.66,687.31,2.54
179,ENGINE_001,1,179,2743.2,26.26,30.742,0.3577,70.0,74.08,2327.08,0.01992,0.005433,258.58,63012.6,153.3,707.39,80.36,3.862,0.7584,27.954,43.34,24.829,2334.8,153.78,705.33,-0.48
180,ENGINE_001,1,180,2758.44,26.26,30.514,0.35504,70.0,70.94,2304.6,0.01935,0.005066,250.57,60472.5,149.31,696.78,78.0,3.832,0.5555,27.99,39.86,24.331,2303.35,148.92,692.86,0.39
181,ENGINE_001,1,181,2773.68,26.27,30.288,0.3524,70.0,68.71,2290.81,0.01892,0.004806,240.73,57749.5,144.79,686.16,75.77,3.758,0.7521,27.961,40.84,24.631,2281.06,145.5,684.07,-0.71
182,ENGINE_001,1,182,2788.92,26.27,30.063,0.34977,70.0,68.39,2284.24,0.0187,0.004777,242.8,58078.7,143.89,678.48,75.69,3.689,0.7298,27.978,41.25,24.769,2277.82,145.07,682.89,-1.18
183,ENGINE_001,1,183,2804.16,26.28,29.839,0.34716,70.0,70.72,2290.08,0.01878,0.005113,245.87,58962.8,148.0,690.99,77.96,3.85,0.751,28.033,41.84,24.684,2301.08,148.81,692.32,-0.82
184,ENGINE_001,1,184,2819.4,26.28,29.616,0.34457,70.0,69.66,2283.52,0.01851,0.00483,245.07,58602.6,146.56,685.06,77.6,3.757,0.7383,27.983,40.27,24.651,2290.45,147.23,688.18,-0.67
185,ENGINE_001,1,185,2834.64,26.28,29.395,0.34199,70.0,71.07,2311.06,0.0187,0.00516,252.25,61047.2,150.02,699.23,76.63,3.772,0.6739,27.993,44.24,24.614,2304.47,149.52,693.91,0.5
186,ENGINE_001,1,186,2849.88,26.29,29.175,0.33943,70.0,70.71,2293.94,0.01839,0.004985,242.48,58248.4,152.32,687.78,77.47,3.793,0.7777,27.829,39.94,24.851,2300.82,149.03,692.57,3.29
187,ENGINE_001,1,187,2865.12,26.29,28.957,0.33688,70.0,69.89,2291.02,0.01817,0.004944,252.19,60505.0,146.82,692.97,77.23,3.819,0.7774,28.039,39.88,24.778,2292.59,147.82,689.4,-1.0
188,ENGINE_001,1,188,2880.36,26.3,28.739,0.33435,70.0,68.73,2284.79,0.01791,0.004805,240.92,57642.1,145.49,688.43,75.52,3.76,0.7726,27.991,40.85,24.784,2280.94,146.07,684.86,-0.58
189,ENGINE_001,1,189,2895.6,26.3,28.524,0.33183,70.0,67.73,2264.1,0.01754,0.004737,231.94,54992.9,144.49,688.27,76.58,3.781,0.7748,28.161,42.44,24.455,2270.88,144.58,680.95,-0.09
190,ENGINE_001,1,190,2910.84,26.31,28.309,0.32933,70.0,69.33,2287.6,0.0177,0.00482,244.33,58532.0,147.73,685.83,76.21,3.81,0.7717,27.906,39.96,24.68,2286.86,147.17,687.47,0.55
191,ENGINE_001,1,191,2926.08,26.31,28.096,0.32685,70.0,71.28,2297.03,0.01778,0.005136,250.79,60325.8,150.69,698.24,78.2,3.736,0.7235,27.819,41.12,24.71,2306.37,150.32,695.39,0.37
192,ENGINE_001,1,192,2941.32,26.31,27.884,0.32438,70.0,70.32,2292.48,0.01754,0.005097,247.08,59315.4,150.69,700.76,77.86,3.745,0.7377,28.062,42.17,24.688,2296.69,148.89,691.64,1.8
193,ENGINE_001,1,193,2956.56,26.32,27.673,0.32192,70.0,68.13,2276.99,0.01714,0.004694,242.57,57840.5,142.13,680.51,75.32,3.788,0.731,28.035,40.42,24.598,2274.75,145.52,682.98,-3.4
194,ENGINE_001,1,194,2971.8,26.32,27.464,0.31948,70.0,70.26,2284.85,0.01721,0.005007,249.23,59633.4,145.61,685.46,76.15,3.649,0.7447,27.899,40.74,24.679,2296.0,148.95,691.6,-3.34
195,ENGINE_001,1,195,2987.04,26.33,27.256,0.31706,70.0,70.58,2302.22,0.01723,0.005004,249.25,60091.7,148.83,685.45,77.4,3.783,0.8073,27.847,41.74,24.829,2299.14,149.53,692.97,-0.69
196,ENGINE_001,1,196,3002.28,26.33,27.049,0.31465,70.0,68.67,2279.92,0.01681,0.004837,242.85,57980.9,148.15,688.31,76.91,3.694,0.7678,28.154,40.87,24.454,2280.06,146.61,685.46,1.54
197,ENGINE_001,1,197,3017.52,26.33,26.843,0.31225,70.0,70.23,2299.45,0.01693,0.004996,246.81,59432.1,146.94,684.26,77.21,3.765,0.8693,28.141,42.1,24.933,2295.59,149.14,691.79,-2.19
198,ENGINE_001,1,198,3032.76,26.34,26.639,0.30987,70.0,70.09,2295.68,0.01676,0.00495,251.9,60558.1,144.78,689.83,76.75,3.766,0.8747,27.751,42.32,24.774,2294.11,148.99,691.32,-4.21
199,ENGINE_001,1,199,3048.0,26.34,26.436,0.30751,70.0,68.29,2285.6,0.01645,0.004796,235.82,56443.9,147.04,685.96,76.56,3.748,0.7349,27.954,40.79,24.67,2276.06,146.24,684.21,0.8
200,ENGINE_001,1,200,3048.0,26.34,26.436,0.30751,70.0,70.54,2299.44,0.01669,0.005112,248.59,59860.0,150.12,693.96,77.49,3.761,0.5158,28.166,41.45,24.835,2298.57,149.78,693.22,0.34
201,ENGINE_001,1,201,3048.0,26.35,26.436,0.3075,70.0,70.84,2298.61,0.01671,0.005056,249.39,60031.5,148.73,696.14,77.61,3.738,0.8211,27.952,41.47,24.559,2301.61,150.26,694.44,-1.53
202,ENGINE_001,1,202,3048.0,26.35,26.436,0.3075,70.0,71.62,2310.3,0.01684,0.005187,254.51,61574.1,150.11,698.47,78.71,3.896,0.7231,27.951,41.98,24.672,2309.45,151.49,697.58,-1.38
203,ENGINE_001,1,203,3048.0,26.36,26.436,0.30749,70.0,71.58,2312.81,0.01686,0.00509,249.43,60410.5,150.07,702.52,79.12,3.883,0.7084,27.972,41.53,24.736,2309.01,151.43,697.41,-1.36
204,ENGINE_001,1,204,3048.0,26.36,26.436,0.30749,70.0,67.93,2272.88,0.01633,0.00469,233.63,55607.0,145.85,679.01,77.34,3.694,0.699,27.888,40.38,24.831,2272.53,145.7,682.82,0.15
205,ENGINE_001,1,205,3048.0,26.36,26.436,0.30749,70.0,68.59,2279.42,0.01642,0.00483,241.68,57690.0,145.86,682.75,76.79,3.818,0.7018,27.83,41.77,24.677,2279.13,146.74,685.46,-0.88
206,ENGINE_001,1,206,3048.0,26.37,26.436,0.30748,70.0,70.77,2296.01,0.01668,0.005124,249.77,60053.2,150.86,691.09,78.77,3.762,0.7822,28.105,42.75,24.786,2300.93,150.16,694.18,0.69
207,ENGINE_001,1,207,3048.0,26.37,26.436,0.30748,70.0,70.77,2296.27,0.01668,0.005073,253.39,60931.0,146.17,697.5,77.61,3.785,0.652,27.816,39.72,24.661,2300.91,150.16,694.18,-4.0
208,ENGINE_001,1,208,3048.0,26.37,26.436,0.30748,70.0,70.77,2291.11,0.01665,0.005043,245.03,58789.0,148.97,697.79,77.26,3.769,0.6786,28.025,41.24,24.79,2300.93,150.17,694.19,-1.2
209,ENGINE_001,1,209,3048.0,26.38,26.436,0.30747,70.0,75.78,2369.47,0.01755,0.005618,270.75,67181.7,156.46,716.02,82.03,3.857,0.8205,28.089,42.05,25.048,2357.22,158.04,714.22,-1.58
210,ENGINE_001,1,210,3048.0,26.38,26.436,0.30747,70.0,70.86,2293.06,0.01667,0.00501,256.26,61535.9,149.95,699.26,78.14,3.815,0.7819,27.855,40.95,24.853,2301.76,150.31,694.53,-0.36
211,ENGINE_001,1,211,3048.0,26.38,26.436,0.30747,70.0,71.7,2305.38,0.01681,0.00519,251.12,60626.0,150.89,693.21,77.99,3.799,0.7921,27.908,41.91,24.743,2310.23,151.64,697.92,-0.75
212,ENGINE_001,1,212,3048.0,26.39,26.436,0.30746,70.0,71.43,2302.48,0.01677,0.005172,247.41,59653.2,152.33,703.5,78.41,3.769,0.704,28.121,42.1,24.828,2307.51,151.21,696.83,1.12
213,ENGINE_001,1,213,3048.0,26.39,26.436,0.30746,70.0,70.98,2309.24,0.01679,0.00506,248.62,60120.8,147.9,701.11,78.46,3.746,0.6936,28.053,41.18,24.806,2302.97,150.5,695.02,-2.6
214,ENGINE_001,1,214,3048.0,26.39,26.436,0.30746,70.0,69.53,2286.41,0.01653,0.004894,244.56,58554.3,148.29,692.16,77.28,3.727,0.7054,27.938,38.94,24.764,2288.47,148.23,689.22,0.06
215,ENGINE_001,1,215,3048.0,26.4,26.436,0.30745,70.0,71.14,2313.32,0.01683,0.005111,252.15,61082.4,151.54,702.8,78.68,3.738,0.7692,28.12,40.38,24.874,2304.58,150.76,695.67,0.78
216,ENGINE_001,1,216,3048.0,26.4,26.436,0.30745,70.0,68.84,2276.89,0.01642,0.004818,240.24,57282.8,149.75,679.86,76.7,3.749,0.8177,28.121,41.55,24.82,2281.61,147.15,686.48,2.6
217,ENGINE_001,1,217,3048.0,26.4,26.436,0.30745,70.0,69.64,2291.6,0.01658,0.004926,249.66,59913.3,147.75,687.6,76.79,3.722,0.6158,28.027,38.15,24.691,2289.65,148.42,689.7,-0.67
218,ENGINE_001,1,218,3048.0,26.4,26.436,0.30744,70.0,69.27,2280.07,0.01647,0.004982,240.2,57351.5,148.29,685.27,76.5,3.743,0.7186,27.91,41.97,24.775,2285.92,147.84,688.21,0.45
219,ENGINE_001,1,219,3048.0,26.41,26.436,0.30744,70.0,70.12,2309.44,0.01673,0.004972,241.7,58454.0,146.65,694.5,76.71,3.857,0.6687,27.959,41.56,24.671,2294.43,149.18,691.62,-2.53
220,ENGINE_001,1,220,3048.0,26.41,26.436,0.30744,70.0,73.47,2319.61,0.01703,0.005348,261.86,63608.4,151.09,700.82,81.48,3.858,0.6685,28.029,43.36,24.683,2327.92,154.44,705.02,-3.35
221,ENGINE_001,1,221,3048.0,26.41,26.436,0.30744,70.0,67.2,2267.36,0.01624,0.004621,229.44,54478.5,145.77,682.96,75.23,3.732,0.7753,27.981,39.96,24.618,2265.19,144.59,679.93,1.18
222,ENGINE_001,1,222,3048.0,26.42,26.436,0.30743,70.0,71.03,2307.93,0.01678,0.00512,249.38,60272.0,150.6,700.73,78.14,3.794,0.7846,28.094,39.25,24.729,2303.49,150.61,695.25,-0.01
223,ENGINE_001,1,223,3048.0,26.42,26.436,0.30743,70.0,67.58,2271.91,0.0163,0.004686,246.99,58763.2,146.84,684.24,74.89,3.818,0.7479,27.847,40.7,24.46,2269.01,145.19,681.46,1.65
224,ENGINE_001,1,224,3048.0,26.42,26.436,0.30743,70.0,69.29,2284.82,0.0165,0.004859,243.65,58297.1,145.96,689.44,78.98,3.783,0.7893,27.851,42.06,24.801,2286.12,147.88,688.31,-1.92
225,ENGINE_001,1,225,3048.0,26.42,26.436,0.30742,70.0,71.63,2308.63,0.01683,0.005215,248.71,60127.4,152.29,693.72,78.05,3.785,0.726,28.018,42.41,24.42,2309.53,151.56,697.67,0.73
226,ENGINE_001,1,226,3048.0,26.43,26.436,0.30742,70.0,70.1,2294.47,0.01662,0.005045,246.42,59207.8,151.77,688.14,77.28,3.717,0.7159,27.951,40.37,25.042,2294.16,149.15,691.53,2.62
227,ENGINE_001,1,227,3048.0,26.43,26.436,0.30742,70.0,68.38,2276.0,0.01638,0.004758,240.29,57271.6,147.05,689.67,76.51,3.763,0.8573,27.937,40.6,24.858,2277.03,146.46,684.68,0.59
228,ENGINE_001,1,228,3048.0,26.43,26.436,0.30742,70.0,68.93,2289.22,0.01651,0.004763,242.99,58251.3,147.7,689.97,77.08,3.802,0.7197,27.823,40.15,24.658,2282.47,147.32,686.85,0.39
229,ENGINE_001,1,229,3048.0,26.43,26.436,0.30741,70.0,71.02,2318.87,0.01686,0.005131,252.12,61223.5,150.62,695.07,79.01,3.789,0.8009,28.002,40.49,24.739,2303.39,150.61,695.22,0.01
230,ENGINE_001,1,230,3048.0,26.44,26.436,0.30741,70.0,68.9,2278.34,0.01643,0.004814,239.14,57056.1,145.09,685.1,77.92,3.763,0.7299,27.995,41.63,24.726,2282.24,147.28,686.77,-2.2
231,ENGINE_001,1,231,3048.0,26.44,26.436,0.30741,70.0,70.32,2286.86,0.01658,0.005042,252.31,60422.2,151.42,684.35,78.15,3.749,0.6285,28.065,39.9,24.651,2296.45,149.52,692.45,1.9
232,ENGINE_001,1,232,3048.0,26.44,26.436,0.30741,70.0,70.07,2293.27,0.01661,0.004888,247.21,59366.9,148.26,687.14,76.86,3.767,0.6185,28.007,40.13,24.739,2293.88,149.12,691.43,-0.86
233,ENGINE_001,1,233,3048.0,26.44,26.436,0.3074,70.0,69.02,2301.48,0.0166,0.004899,245.21,59098.4,148.18,694.89,76.59,3.685,0.7057,27.987,39.6,24.675,2283.43,147.48,687.24,0.71
234,ENGINE_001,1,234,3048.0,26.45,26.436,0.3074,70.0,73.22,2319.73,0.01701,0.005281,255.78,62135.3,151.88,698.9,80.35,3.805,0.83,28.118,40.47,24.776,2325.36,154.07,704.02,-2.19
235,ENGINE_001,1,235,3048.0,26.45,26.436,0.3074,70.0,70.95,2314.18,0.01682,0.005111,253.69,61478.4,148.86,695.72,79.78,3.848,0.8017,27.869,41.43,24.758,2302.71,150.51,694.96,-1.65
236,ENGINE_001,1,236,3048.0,26.45,26.436,0.3074,70.0,66.96,2274.57,0.01628,0.004625,234.8,55927.7,146.25,683.04,74.17,3.719,0.7743,28.054,41.25,24.487,2262.82,144.24,679.01,2.01
237,ENGINE_001,1,237,3048.0,26.45,26.436,0.3074,70.0,70.28,2292.12,0.01662,0.004958,248.01,59529.5,148.97,687.26,78.65,3.775,0.6824,27.833,40.9,24.725,2296.0,149.46,692.28,-0.49
238,ENGINE_001,1,238,3048.0,26.45,26.436,0.30739,70.0,69.01,2287.26,0.0165,0.004838,239.95,57473.7,149.49,687.93,76.92,3.734,0.8309,27.916,39.2,24.711,2283.27,147.46,687.19,2.03
